respid	cps21_province	cps21_weight_general_restricted	ban_abortion	age	female	urban	religion	education
"R_31A9mzI69rgS3K9"	"Ontario"	.4920129	0	51	1	1		"MA+"
"R_31ACmahTl7Xh6vp"	"Ontario"	.4029644	1	67	0	0	"Somewhat important"	"MA+"
"R_31ATNQ2Z78jTDrU"	"British Columbia"	4.080927		35	0			"HS"
"R_31AY5XjPzRAgKhG"	"British Columbia"	.7281626	0	46	1	1	"Very important"	"MA+"
"R_31AZzc3ZClUuiRW"	"Quebec"	.4261902		69	1			"College"
"R_31AtWjN43HIeBrm"	"Ontario"	.4920129	1	56	1	1	"Somewhat important"	"BA"
"R_31BP6xVJa111roQ"	"Ontario"	.6571001	1	71	1	1	"Very important"	"Some PS"
"R_31Bhdv9rDNLiMO4"	"Ontario"	.4029644	0	66	0	1		"MA+"
"R_31BlHZXmJZgpeBF"	"Alberta"	.3326543	0	76	0	0	"Somewhat important"	"BA"
"R_31BqbZpLkxxMae5"	"Nova Scotia"	1.596578	0	49	0	0		"College"
"R_31EfR9aYTNbUmr7"	"Alberta"	.4061654	0	55	1	1		"MA+"
"R_31ElAYpKlZZ4FQv"	"British Columbia"	.9148147		65	0		"Somewhat important"	"College"
"R_31ElBwGfNRahc8x"	"Newfoundland and Labrador"	.5081893	0	78	0	0	"Somewhat important"	"Some PS"
"R_31EtuTdKySPA64B"	"Ontario"	.8362538	1	77	0	1	"Somewhat important"	"College"
"R_31EtvLPzM21Aqz4"	"Alberta"	.8428965	1	62	1	1	"Very important"	"College"
"R_31F6m6hw15EdfPr"	"Ontario"	.6656307	0	43	1	1		"MA+"
"R_31FNaZgIdxjKTPO"	"Quebec"	1.389372	0	19	0	0	"Not very important"	"Some PS"
"R_31GBX83Ng1tgIof"	"Quebec"	1.140206	0	39	0	1	"Somewhat important"	"Some PS"
"R_31GDZbjoRPC0eBI"	"Ontario"	1.563376	0	82	0	1		"MA+"
"R_31GVxkmYcaYSI3L"	"Quebec"	.6694947	0	25	0	1		"BA"
"R_31GXcxcdCTVPn1O"	"Quebec"	.5260664		30	1			"BA"
"R_31GYKWMYqKSE0t7"	"Quebec"	.5260664	0	32	1	1	"Not very important"	"MA+"
"R_31GdTxXqGqCp7Lr"	"Quebec"	.4061206	0	62	0	1		"BA"
"R_31Gg71W465le5lj"	"Quebec"	.4317231		49	1			"BA"
"R_31HIVAXF1ReUtzq"	"Quebec"	.4317231		48	1		"Not very important"	"BA"
"R_31Hnh4Dfd38o5xC"	"Quebec"	.3191158	0	64	1	1	"Not important at all"	"Some PS"
"R_31KIVEAKBWbUEHs"	"Quebec"	.5260664	0	25	1	0		"Some PS"
"R_31KLQLqmyBLiolK"	"British Columbia"	2.370257	0	60	1	0		"HS"
"R_31KQfioZdyEYG7w"	"Quebec"	.4061206		60	0			"Some PS"
"R_31KRzZmOx9eagqJ"	"Ontario"	.8110893		21	1		"Not important at all"	"Some PS"
"R_31Kk8CLWNUuW3WG"	"Quebec"	2.948296		18	0			"HS"
"R_31KmWYDjleDpqRf"	"Ontario"	1.228448	0	88	1	1	"Very important"	"BA"
"R_31Kqe1KlkqnIhFN"	"Ontario"	.8110893		24	1		"Somewhat important"	"MA+"
"R_31LBslkyZdSEdwV"	"Quebec"	.2613597	0	68	0	0	"Not very important"	"MA+"
"R_31LSOkBtliLYaG0"	"Ontario"	2.166708	0	62	1	0	"Not very important"	"HS"
"R_31LU5FwTmYLu1V6"	"Quebec"	.4261902	1	72	1	1	"Not very important"	"College"
"R_31LXnC5k3UrFAAG"	"Ontario"	.8110893		22	1			"BA"
"R_31LXoHyfB2EQNJc"	"Nova Scotia"	.7693408	1	41	0	1	"Somewhat important"	"BA"
"R_31LZSfwJrHLNqde"	"Alberta"	1.072706		62	0		"Not important at all"	"College"
"R_31LgBj19L8ff5ym"	"Alberta"	.54949	1	46	1	1	"Somewhat important"	"BA"
"R_31MG7TNaGiktCce"	"Ontario"	2.931279		49	1		"Somewhat important"	"HS"
"R_31MKBObdYrjFPKT"	"Quebec"	2.316672		25	1			"HS"
"R_31MWtIfjPmpkIpq"	"Ontario"	.4029644	0	77	0	0		"MA+"
"R_31MZDkQ38lojRGR"	"Ontario"	.6261567	0	54	0	1		"Some PS"
"R_31Mj0d614loO8iB"	"Quebec"	.4261902	0	65	1	1	"Not very important"	"College"
"R_31MkxEKsS3053rt"	"Nova Scotia"	.6045221	0	43	1			"MA+"
"R_31Mn65Ka7PJq36S"	"Quebec"	.2053677	0	71	1	0	"Not very important"	"BA"
"R_31N2hCkueYGfPqg"	"Quebec"	1.40531		57	1		"Not very important"	"HS"
"R_31NQ1Vv2tLgC6wL"	"Ontario"	.6261567		57	0		"Somewhat important"	"Some PS"
"R_31NRiMJUebz6PrR"	"Quebec"	.4317231		48	1			"BA"
"R_31NadD8JWwl5sCx"	"Quebec"	.2144273		26				"BA"
"R_31Nuauj6e8Q3kuA"	"Ontario"	.8362538	0	67	0	1	"Not important at all"	"Some PS"
"R_31QQu2fHoQINyIp"	"Quebec"	.4061206	0	63	0	1		"Some PS"
"R_31QndRovPWVhLbj"	"Ontario"	3.571844	1	22	1	1	"Very important"	"HS"
"R_31RC8RSxdlrNbvV"	"Quebec"	.8428035	0	61	0	0		"College"
"R_31RFHhQ2tK5eAto"	"Ontario"	.4920129	0	62	1	0		"Some PS"
"R_31RYPt8GidkguGR"	"Alberta"	.8428965	0	53	1	1	"Somewhat important"	"College"
"R_31RibYg7CrwFhBg"	"British Columbia"	.8872862		27	1		"Somewhat important"	"BA"
"R_31Rtt93a4zZ2iYV"	"Ontario"	.8362538	0	79	0	1	"Somewhat important"	"College"
"R_31S07atCrwS5xqc"	"Newfoundland and Labrador"	.8394448	0	35	1	1	"Somewhat important"	"BA"
"R_31SFbdyFQf7VB0O"	"Ontario"	.6261567	1	64	0	1	"Very important"	"MA+"
"R_31SGsGKniU7WSLa"	"Ontario"	.6656307	0	42	1	0	"Very important"	"BA"
"R_31SI0iBjwMEu7k1"	"British Columbia"	.4408205	0	70	0	0	"Not very important"	"Some PS"
"R_31SJiJc3d5foMUY"	"Quebec"	.6694947	0	32	0	1	"Not very important"	"BA"
"R_31SKzzuAVqQp7Q3"	"Manitoba"	1.401432		68	0			"HS"
"R_31SfQpcfsYJPuqq"	"Ontario"	1.021052		50	1		"Somewhat important"	"College"
"R_31T2aAkiRB1W02S"	"Alberta"	4.465881		82	1		"Somewhat important"	"HS"
"R_31T6YxlsbP8JN4s"	"Ontario"	1.77456	0	70	0	1	"Not very important"	"HS"
"R_31T9blMsJHviqbe"	"Quebec"	1.140206	0	36	0	0	"Not important at all"	"College"
"R_31TzIqysKXrcR7f"	"British Columbia"	.4408205	0	78	0	1		"MA+"
"R_31WTaxSBM0hcxtX"	"Alberta"	1.140332		41	1		"Not important at all"	"Some PS"
"R_31WX0xRBaLmQ5Vq"	"Ontario"	1.394389		65	1		"Somewhat important"	"Less than HS"
"R_31WYzDwC4q6bwBa"	"Ontario"	.8110893	0	30	1	1		"BA"
"R_31WnTzDYA0XbH7m"	"Quebec"	.5423879	0	65	0	0		"College"
"R_31Wsb5IRoDaYN6Y"	"Quebec"	1.40531	0	64	1	0	"Not very important"	"HS"
"R_31WukF3K6Pb97hX"	"Quebec"	.2053677	0	69	1	0	"Not very important"	"MA+"
"R_31WyafBiGzmUtBC"	"Quebec"	.8428035		56	0		"Not very important"	"Some PS"
"R_31WzHUy2pCSaFKF"	"Ontario"	.3166359	0	75	1	0	"Not very important"	"MA+"
"R_31X9jIpHSyOYCUU"	"Quebec"	1.788458	0	53	0	0	"Not important at all"	"HS"
"R_31XDzeW2Lc9u7Xa"	"Quebec"	1.091722	0	20	1		"Somewhat important"	"College"
"R_31XHX8VOsnPhpw9"	"Ontario"	.6261567		52	0			"MA+"
"R_31XacyoQpXklcNc"	"Quebec"	.6694947	0	29	0	0	"Not very important"	"BA"
"R_31XdH7RjRYfZYQk"	"Quebec"	.6622466	0	64	1	1	"Somewhat important"	"College"
"R_31Xg8E3Eyvj5tyO"	"Ontario"	.6261567		61	0		"Not very important"	"Some PS"
"R_31XiMYufYNl6DRA"	"Manitoba"	.6604191	0	65	0	0	"Not very important"	"College"
"R_31XiZ5YpVDiFsR7"	"Quebec"	.8959352		39	1			"College"
"R_31XwDM4j9wQrCze"	"Ontario"	1.683217		21	1			"Some PS"
"R_31XxCUX43N2ahra"	"Quebec"	.3191158	0	58	1	0	"Not important at all"	"BA"
"R_31YNEavgOsDSsjz"	"Ontario"	.8471103	0	35	0	1	"Somewhat important"	"MA+"
"R_31YORR8eSUY4HnQ"	"New Brunswick"	1.156318		56	0		"Not very important"	"College"
"R_31YktSH5drxUXxF"	"Ontario"	.8110893	0	33	1	1	"Somewhat important"	"BA"
"R_31Z7w3LpWu5pIuw"	"Ontario"	.6261567	1	59	0	1	"Very important"	"BA"
"R_31ZO4Mw18GKOygC"	"Ontario"	.4029644	0	72	0	0	"Not very important"	"BA"
"R_31ZXtf2XiD5QVz9"	"Quebec"	.8959352	0	44	1	1		"College"
"R_31ZbUdVqWQUvntj"	"Alberta"	1.140332	0	39	1	0		"Some PS"
"R_31ZphnriIQKTJVC"	"Quebec"	1.40531	0	57	1	0	"Not very important"	"HS"
"R_31aApQb7jpjwMWj"	"Ontario"	.8110893		21	1		"Somewhat important"	"Some PS"
"R_31aRCX42UDJcZTD"	"Alberta"	.3326543	0	75	0	1		"MA+"
"R_31aRwxybBsUfCW9"	"Quebec"	.7967623	0	84	1	1		"Some PS"
"R_31aUBj99WD8EHNb"	"Ontario"	1.394389	0	65	1	1	"Not very important"	"HS"
"R_31ax0oiAOntD4OC"	"Ontario"	1.021052		61	1		"Somewhat important"	"College"
"R_31ayi3Ao68I38b3"	"Alberta"	.54949		39	1		"Somewhat important"	"BA"
"R_31bL31KKNcWyFc8"	"Ontario"	.8110893	1	21	1	0	"Very important"	"Some PS"
"R_31baCxIwulmsHDA"	"Ontario"	.8110893		28	1			"MA+"
"R_31bgi0bqWfFwz3I"	"Ontario"	1.021052	0	57	1	1	"Not very important"	"College"
"R_31bj1H1QwexDslB"	"British Columbia"	3.549195	1	86	0	1	"Somewhat important"	"College"
"R_31bmDFocjGBGaHS"	"Alberta"	.2613886	0	74	1	1	"Not very important"	"Some PS"
"R_31c2qPT8AbbMWn6"	"Quebec"	1.091722		23	1		"Not very important"	"College"
"R_31c4exHdKTzIQqY"	"Alberta"	.4061654	1	63	1	1	"Very important"	"BA"
"R_31cJaAMR1t3FRS5"	"Ontario"	.8471103	0	47	0	1	"Not important at all"	"BA"
"R_31cLOHFqSrieF1O"	"Quebec"	.4317231	0	49	1	0	"Not very important"	"BA"
"R_31cTArQCUje8R7L"	"British Columbia"	.9266911		41	0			"BA"
"R_31ciRSg3eIaNLek"	"British Columbia"	1.941269	0	77	0	1	"Not important at all"	"Less than HS"
"R_31cjn5LrO78UiL0"	"British Columbia"	.7188306		66	1		"Not very important"	"College"
"R_31cm1j448SOaKZc"	"Ontario"	.6261567	0	57	0	1		"MA+"
"R_31cpevKHfz60Gqk"	"Ontario"	2.549343	0	84	1	1	"Somewhat important"	"College"
"R_31ctwDhghhlLpmj"	"Ontario"	.6261567		55	0		"Very important"	"Some PS"
"R_31cvOXYGzJSsuPE"	"Alberta"	1.389525		34	1			"College"
"R_31dqSPQAVOh2PZp"	"Ontario"	2.757445	0	50	0	1	"Not very important"	"HS"
"R_31gEETc8qe5yq0p"	"British Columbia"	.9148147	0	65	0	0	"Somewhat important"	"Some PS"
"R_31gFHBAt3yQoeLS"	"Nova Scotia"	1.254537	0	42	1	0		"Some PS"
"R_31gbdWXL3RWcy4h"	"Quebec"	2.316672		20	1			"Less than HS"
"R_31geXpD9TQUGdVA"	"Ontario"	.6261567	0	61	0	1		"BA"
"R_31gzEcISNXpMBVU"	"Quebec"	.6622466	0	57	1	0		"College"
"R_31gztVWwu5OS5MP"	"Ontario"	.6261567		52	0		"Very important"	"BA"
"R_31h2OfPzBAJOzf5"	"Quebec"	.2053677	0	70	1	1		"MA+"
"R_31hJThd7ixnGAVj"	"British Columbia"	.5382345	0	53	1	1		"MA+"
"R_31hZR2VEFplVnZX"	"Ontario"	.6656307	0	41	1	1		"BA"
"R_31hhTDwKrxhPDSc"	"British Columbia"	1.511123	0	47	1	1	"Somewhat important"	"College"
"R_31hkyZhkwM6oiVd"	"Quebec"	.5494294	0	44	0	0	"Not important at all"	"MA+"
"R_31i8Pk6I0FxLAaT"	"Ontario"	4.545682		32	0			"HS"
"R_31iLMuKKFJjVQXl"	"Alberta"	.6695687		33	1		"Not very important"	"BA"
"R_31iTCTDK65QOeak"	"Quebec"	.9043904	0	79	1	1	"Not very important"	"HS"
"R_31ibaHBC3IIuikM"	"Ontario"	1.021052	0	62	1	1	"Not very important"	"College"
"R_31ioZ6ynMch3q7S"	"Ontario"	.8471103		42	0			"MA+"
"R_31ixG1ZPJLshfzD"	"Quebec"	.3191158		52	1			"BA"
"R_31j7zdfnAO1eIwg"	"Ontario"	.6261567	0	60	0	0	"Very important"	"BA"
"R_31jc8Hxb6UhwlAQ"	"Quebec"	.8959352	0	47	1	1	"Not very important"	"College"
"R_31ji8YqLBM0MQPM"	"Manitoba"	1.401432	0	71	0	1	"Very important"	"HS"
"R_31jiBiZst8p6EA5"	"Quebec"	.4061206	0	62	0	1	"Not important at all"	"MA+"
"R_31jiapC5H2VybBx"	"Manitoba"	.3182352		69	0		"Very important"	"Some PS"
"R_31jvpnoezcQeGJS"	"Quebec"	.4061206	0	56	0	1	"Somewhat important"	"MA+"
"R_31jwwSfrDBsHP2g"	"Quebec"	.5260664	0	31	1	1		"BA"
"R_31jypRxy3n1fUYd"	"Ontario"	1.683217		33	1			"College"
"R_31mB5r13rxMQg4b"	"Ontario"	.8471103		42	0			"BA"
"R_31mF4ZNTlrIlzey"	"Quebec"	.4061206	0	62	0	1	"Somewhat important"	"BA"
"R_31maF5vWKIiTC0T"	"Saskatchewan"	1.892506	0	27	1	0		"College"
"R_31mb4YDFLznizwP"	"Nova Scotia"	1.528688	0	24	1	0	"Somewhat important"	"College"
"R_31mkRSaa5EXgMri"	"Ontario"	.6571001	0	66	1	1	"Not important at all"	"College"
"R_31mxLRRMMkKbpnV"	"Saskatchewan"	1.976553	1	42	0	1	"Very important"	"College"
"R_31mzOrgn67MviXG"	"Quebec"	1.40531	1	58	1	1	"Somewhat important"	"HS"
"R_31mzvZDsIcS0b9L"	"Alberta"	.6903424	0	65	0	1	"Somewhat important"	"College"
"R_31np7iYxJMTYPLJ"	"Ontario"	.4029644	1	68	0	1	"Very important"	"MA+"
"R_31o8wqyFmWIwPkI"	"Ontario"	1.683217	0	23	1	1	"Somewhat important"	"College"
"R_31oLxUFcSREvq3x"	"Manitoba"	.5418276		24				"Some PS"
"R_31oRqZUyELeQXEP"	"Ontario"	.6656307	0	47	1	0	"Not important at all"	"MA+"
"R_31ooleiFAig9VFP"	"Quebec"	.8959352		45	1			"College"
"R_31ooq9HpfKzUFtx"	"British Columbia"	3.01649		62	0		"Very important"	"Less than HS"
"R_31oqTi1OcYLVBVJ"	"Ontario"	.4920129		58	1		"Somewhat important"	"BA"
"R_31p8SOlcSvgxMYB"	"Ontario"	.6571001		70	1		"Very important"	"College"
"R_31paTIQzeoamKci"	"Quebec"	.4061206	0	64	0	1	"Not important at all"	"BA"
"R_31pafx6W2fptar3"	"Alberta"	.5169035	0	52	0	1	"Very important"	"MA+"
"R_31pg6RiR7HWoLFE"	"Ontario"	.3166359	0	72	1	1	"Somewhat important"	"MA+"
"R_31pgooAteGvh5xe"	"Ontario"	.3166359	0	67	1	1	"Somewhat important"	"BA"
"R_31pjnG4SbYFsPsu"	"Quebec"	.4061206	0	59	0	1	"Not very important"	"BA"
"R_31pwE8KQEVb3hAu"	"Ontario"	.8110893	1	29	1	1	"Somewhat important"	"Some PS"
"R_31sIwV4pEBOrWWa"	"Ontario"	1.299434	0	55	0	1		"College"
"R_31sJZFNbBYjyvZW"	"Ontario"	2.166708	0	54	1	1	"Very important"	"HS"
"R_31sVgC53h3Vy9vs"	"Ontario"	1.394389	0	71	1	0	"Somewhat important"	"HS"
"R_31sYcBaD3sn0bvf"	"Quebec"	1.389372		19	0		"Somewhat important"	"Some PS"
"R_31t2oJ6gP5ceXWp"	"Alberta"	.6695687		27	1			"BA"
"R_31t6IGKYwAYibUu"	"Ontario"	.3166359	0	71	1	1	"Somewhat important"	"BA"
"R_31tvG2vZw1WcjlZ"	"Quebec"	1.40531		52	1		"Not very important"	"HS"
"R_31uUjo4xsYFZfko"	"Quebec"	1.091722		20	1			"College"
"R_31uZTvsz7gJs7cb"	"Manitoba"	.494498	1	50	0	1	"Not important at all"	"Some PS"
"R_31uxYR04DU86BEc"	"British Columbia"	.7281626	0	37	1	1	"Not very important"	"MA+"
"R_31v09ml5QHR2zfB"	"British Columbia"	2.343374	0	33	0	1	"Not very important"	"College"
"R_31vCB5sb0kAreE0"	"Nova Scotia"	.6045221		44	1		"Somewhat important"	"Some PS"
"R_31vE96RE4lmakJl"	"Ontario"	1.563376	0	80	0	0	"Not very important"	"Some PS"
"R_31vIkQaet2ptXc5"	"Quebec"	.4061206	0	51	0	1	"Not very important"	"MA+"
"R_31vMx2oYLYDkSos"	"Ontario"	.6261567	0	55	0	1	"Somewhat important"	"BA"
"R_31yKHRig7p4PGgB"	"Quebec"	.5494294	0	41	0	1		"Some PS"
"R_31yO0kYkOdlGZKC"	"Alberta"	.54949		43	1			"MA+"
"R_31yd7U6xGZDpvgt"	"Ontario"	.6261567	0	61	0	0	"Not important at all"	"MA+"
"R_31yjneN0fAdjBrS"	"Quebec"	.5260664	0	22	1	1		"BA"
"R_31yoAjWVt4ouBhN"	"British Columbia"	.7281626	0	46	1	1		"Some PS"
"R_31z1kYIOsTiIAEn"	"Saskatchewan"	.7388032	0	78	1	0	"Somewhat important"	"College"
"R_31z1rGImqRRr9xN"	"Alberta"	.8428965	0	60	1	1		"Some PS"
"R_31z8LqnYVs6YvFh"	"Alberta"	2.27632	1	59	0	1	"Very important"	"HS"
"R_31zRuifLpNcBm1D"	"Ontario"	.8110893		20	1			"Some PS"
"R_31zoTydlecQvcwR"	"Saskatchewan"	3.100303		56	0		"Very important"	"Less than HS"
"R_322Bv6sWYxuU3k9"	"Quebec"	.2613597	0	67	0	1	"Somewhat important"	"Some PS"
"R_323iZ0jCynI0jm5"	"Alberta"	.8521218		31	0		"Not very important"	"BA"
"R_323lCP5caXhCBYQ"	"Quebec"	.6694947	0	29	0	1	"Somewhat important"	"MA+"
"R_323nsDoP4ponmmp"	"Ontario"	1.757969	0	43	0	0		"Some PS"
"R_3242GVj7iMhGqqK"	"Alberta"	.8428965	0	52	1	1	"Somewhat important"	"Some PS"
"R_3243xn2ypFRSD7W"	"Ontario"	1.683217		33	1			"College"
"R_324n67JW00cko5T"	"Ontario"	2.166708		50	1			"Less than HS"
"R_324pW7LqVH9Kc67"	"Quebec"	.3191158	0	56	1	0	"Not very important"	"MA+"
"R_324xh4Zsybjjm66"	"Ontario"	3.244403		80	0		"Somewhat important"	"College"
"R_3254WnwMTsy0Bv3"	"Ontario"	.8110893	0	29	1	1		"BA"
"R_32550WlXIfXDKpn"	"Quebec"	.4061206	0	53	0	0	"Not very important"	"MA+"
"R_325Q2bbQjfQRg4s"	"Ontario"	1.563376	0	92	0	0	"Not important at all"	"Some PS"
"R_325Zwr8tWomFMbo"	"Alberta"	3.079571	1	49	0	0		"HS"
"R_325ilWXpQQ0fCzW"	"Ontario"	1.032227		19	0		"Not very important"	"Some PS"
"R_325uIP89NrUlsw9"	"Ontario"	.4920129	1	51	1	1		"BA"
"R_3262EBo5TwxT4qy"	"Quebec"	1.091722		29	1		"Not important at all"	"College"
"R_32IK90vwuYkbv8t"	"Quebec"	1.140206	0	43	0	0		"Some PS"
"R_32IMlFeF0DXWobg"	"Quebec"	.8428035	0	61	0	1		"College"
"R_32IPi36yO2Tst5E"	"Manitoba"	.5189351	0	69	1	1		"Some PS"
"R_32IRtNR7uu0uinC"	"Quebec"	.6694947		28	0			"Some PS"
"R_32ISibuvjE42WqE"	"Ontario"	.3166359	0	71	1	0		"Some PS"
"R_32JAiIkmVboJoLq"	"Ontario"	.8362538	0	71	0	0	"Somewhat important"	"College"
"R_32JBMRBHpTKLnOk"	"Ontario"	.6261567		64	0		"Not very important"	"BA"
"R_32JDSpN7nqGfkVz"	"Ontario"	1.021052		64	1			"Some PS"
"R_32JWgPkFicN6g1v"	"Alberta"	.3326543	0	68	0	1	"Not very important"	"BA"
"R_32JXOS7pn4OFi7x"	"Quebec"	.2613597	0	65	0	1	"Not important at all"	"BA"
"R_32Ja2bNPubKmZaM"	"British Columbia"	2.788838	0	80	1	1	"Somewhat important"	"College"
"R_32JbTspL3jDi0D5"	"Ontario"	.6261567	0	61	0	0	"Very important"	"BA"
"R_32JhWByhg0QPjNn"	"British Columbia"	1.129198		34	0		"Very important"	"MA+"
"R_32JkFAyimkhEnSw"	"New Brunswick"	.7217581		31	1		"Somewhat important"	"MA+"
"R_32Jv6g3ZThjrZNe"	"Quebec"	.5494294	0	48	0	0	"Not very important"	"MA+"
"R_32KiGI2rCYJazDw"	"Manitoba"	2.946085	1	36	0	1	"Somewhat important"	"HS"
"R_32KnTiXcfobUVfX"	"Alberta"	.3326543	0	74	0	1	"Very important"	"MA+"
"R_32KqOnxgaiBitVe"	"Quebec"	.6694947	0	28	0	1	"Not very important"	"BA"
"R_32L535b7CKCmtdx"	"New Brunswick"	.2817625	0	76	1	1	"Not very important"	"BA"
"R_32L5Z9TO40t0oDO"	"British Columbia"	1.421508	0	51	0	0	"Not important at all"	"College"
"R_32L7Jfn41hluU0h"	"British Columbia"	4.972722		20	0		"Very important"	"HS"
"R_32L8Wb1HoGTrzJT"	"Ontario"	1.032227		23	0		"Not important at all"	"Some PS"
"R_32LQ0s1TKO8wuAG"	"Ontario"	1.299434	1	51	0	0	"Somewhat important"	"College"
"R_32LXZ9X0vCTmLAR"	"Ontario"	.6261567	0	57	0	1	"Not important at all"	"BA"
"R_32LYppcirFinOnM"	"Ontario"	1.683217	0	27	1	1		"College"
"R_32LrLbPiMtNblyA"	"British Columbia"	.6849803		56	0		"Somewhat important"	"BA"
"R_32M8b7EKlD7LAp7"	"Quebec"	.4061206	0	54	0	1		"BA"
"R_32M8nZSEsXKIEiz"	"British Columbia"	.7281626	0	47	1	1	"Not very important"	"BA"
"R_32MhfFk8hoJPUls"	"Ontario"	1.757969	1	49	0	0	"Not very important"	"College"
"R_32MjWhlOhLKgbcg"	"Quebec"	1.091722	0	22	1	1	"Not very important"	"College"
"R_32OWyefWMy1uZ0N"	"Quebec"	2.419556	1	39	0	0	"Not very important"	"Less than HS"
"R_32P01izlneHg4cQ"	"Manitoba"	.8063607	1	57	1	0	"Very important"	"College"
"R_32PA6fiDjYyMpue"	"Ontario"	1.021052		53	1			"Some PS"
"R_32PAJCWuDyXXVBu"	"British Columbia"	.4408205	0	72	0	0		"MA+"
"R_32PC5VcDHECofai"	"British Columbia"	.8872862		20	1		"Somewhat important"	"Some PS"
"R_32PXoLaFeLO2aI5"	"Quebec"	.5260664		29	1		"Not very important"	"MA+"
"R_32PeqqIOonxMg9p"	"Quebec"	.2053677	0	65	1	1	"Not very important"	"BA"
"R_32Pfox1rAwGVPRs"	"Quebec"	.4317231		45	1		"Not important at all"	"MA+"
"R_32QFdzzwNOC9bOW"	"Quebec"	2.419556		48	0		"Not very important"	"HS"
"R_32QIw9M7y3P38iR"	"Ontario"	.6261567	0	52	0	1		"BA"
"R_32QR7k4X6ihNGEQ"	"Ontario"	1.021052	0	58	1	1	"Not very important"	"College"
"R_32QpNzD90ZprYh5"	"Quebec"	.9043904	0	72	1	0	"Somewhat important"	"HS"
"R_32R7TPPTIU5LzPH"	"Ontario"	2.931279	0	35	1	1	"Somewhat important"	"HS"
"R_32R9YrdiJzuJwxv"	"Alberta"	2.27632	0	59	0	1		"HS"
"R_32RAXnftfwmrRFg"	"Ontario"	.4920129	1	51	1	1	"Very important"	"MA+"
"R_32RQGWLDIvoVn8f"	"Quebec"	.2053677		74	1		"Somewhat important"	"MA+"
"R_32RccjDoVgJ5pTd"	"Quebec"	.4061206	0	52	0	1	"Somewhat important"	"MA+"
"R_32Ret7qzVRJCH3G"	"Saskatchewan"	1.148008	0	61	1	0		"College"
"R_32SmUNOz9DhvrDU"	"Ontario"	.8110893	0	27	1	1	"Not very important"	"BA"
"R_32SooqYqFy5a66T"	"Quebec"	.2613597	0	73	0	1	"Somewhat important"	"Some PS"
"R_32UVePjt2QRiUxx"	"Ontario"	1.032227	0	28	0	1	"Not very important"	"BA"
"R_32UZ6MHBzjdOZi1"	"Alberta"	.54949	0	37	1	1		"BA"
"R_32VKt37W4IwEdR6"	"Ontario"	.3166359	0	72	1	1	"Not very important"	"BA"
"R_32VLMo3NX0Nc2V6"	"Ontario"	2.931279	1	49	1	0	"Somewhat important"	"HS"
"R_32ViSjvve3hiryc"	"Quebec"	.8959352	0	39	1	1		"College"
"R_32W03W36C3PNeGQ"	"Manitoba"	1.329296	0	34	1	1	"Not important at all"	"College"
"R_32WIuJkqg7hkk9o"	"Quebec"	.4061206	0	57	0	1		"BA"
"R_32WQKUd5qWtyiRK"	"Ontario"	.8362538	0	68	0	1	"Not very important"	"College"
"R_32WmnRNJirRs25r"	"Ontario"	3.571844		22	1			"HS"
"R_32WqGO6G8IMkwlA"	"Alberta"	.2729196	0	25		1		"BA"
"R_32Wwrjd3SVBPLNm"	"Ontario"	2.757445		64	0		"Somewhat important"	"HS"
"R_32X9Wugt4Ovgutq"	"British Columbia"	1.421508	0	63	0	1	"Not important at all"	"College"
"R_32XSpUxU3V8fqtx"	"British Columbia"	1.116974	0	61	1	0	"Not important at all"	"Some PS"
"R_32XTXcpZtnPrRlC"	"British Columbia"	.9266911	0	47	0	1		"BA"
"R_32XcSS7XD59Wgmy"	"New Brunswick"	.4378239	1	52	1	1	"Very important"	"BA"
"R_32XeG1RcQeitWfZ"	"Alberta"	.6903424	0	73	0	1	"Not important at all"	"Some PS"
"R_32Xt3efeHwzefjr"	"Quebec"	.5260664	0	28	1	1		"MA+"
"R_32Xtr2LMYxkX6DH"	"Ontario"	2.757445	0	61	0	0	"Somewhat important"	"Less than HS"
"R_32Y0sUftn7502OW"	"Alberta"	.8521218		31	0		"Somewhat important"	"BA"
"R_32Ye4JEpGT7NmA6"	"Quebec"	1.091722	0	20	1	1		"College"
"R_32Yq06hF5ecz1JN"	"Ontario"	.6656307	0	44	1	1	"Not very important"	"MA+"
"R_32YqN2YXAnCplIk"	"Quebec"	.2053677	0	72	1	1		"BA"
"R_330RFg1Mfj2kLOk"	"Ontario"	.6860877	0	26		1		"College"
"R_330VfkLlTWjsIOQ"	"Quebec"	.4317231	0	47	1	0		"MA+"
"R_330WNzEP6qibmuY"	"Ontario"	.4029644	0	75	0	1	"Somewhat important"	"MA+"
"R_3314UfvpgC3WaMl"	"Quebec"	.2613597		72	0		"Somewhat important"	"MA+"
"R_331Fqr5f7NJPZij"	"Nova Scotia"	1.266376		66	1		"Very important"	"Less than HS"
"R_331mBhRP8ZVQjCx"	"Alberta"	.6903424	0	69	0	0		"College"
"R_331oePpaJzAaSwy"	"Ontario"	.6571001		71	1		"Very important"	"Some PS"
"R_3324cOGJLHMQRHs"	"Ontario"	2.166708	1	60	1	1	"Very important"	"HS"
"R_33267cv9kK9Ohnl"	"Quebec"	.4317231		43	1			"MA+"
"R_332WmqmPK1f8tEE"	"Ontario"	.6261567	1	50	0	1	"Somewhat important"	"MA+"
"R_332tp03G569XHyf"	"Alberta"	.4061654	0	55	1	1	"Not very important"	"Some PS"
